text_content,label
This letter serves as an official certificate of internship for Clara Johnson at TCS, under the Research department.	1
Certificate of internship: The bearer of this letter, John Doe, is certified for internship at Google.	1
We confirm that Daniel Lee successfully completed a project-based internship at TCS during March–March.	1
Certificate of internship: The bearer of this letter, John Doe, is certified for internship at WIPRO.	1
This letter serves as an official certificate of internship for Daniel Lee at Infosys, under the Research department.	1
Certificate of internship: The bearer of this letter, Daniel Lee, is certified for internship at Google.	1
Internship letter: You are selected for a 1-month internship at Infosys.	1
Certificate of internship: The bearer of this letter, Clara Johnson, is certified for internship at WIPRO.	1
Secure your certificate now! Internship confirmed at fakeinternship.co after payment.	0
This is to certify that Clara Johnson has completed an internship at Amazon from June to July.	1
Urgent! Your internship slot at getinternsnow.biz awaits. Send documents to sketchyplace.com.	0
Urgent! Your internship slot at getinternsnow.biz awaits. Send documents to fraudsite.info.	0
Internship letter: You are selected for a 4-month internship at Infosys.	1
Congratulation! You have won an internship from verify-later.org. Share your Aadhaar to confirm.	0
You’ve been selected for an internship. Send your ID proof to unverified-company.net.	0
We confirm that Eva Brown successfully completed a project-based internship at TCS during February–September.	1
You’ve been selected for an internship. Send your ID proof to sketchyplace.com.	0
Congratulation! You have won an internship from fakeinternship.co. Share your Aadhaar to confirm.	0
We confirm that Daniel Lee successfully completed a project-based internship at Microsoft during April–April.	1
We confirm that Alice successfully completed a project-based internship at WIPRO during November–January.	1
You’ve been selected for an internship. Send your ID proof to unverified-company.net.	0
This letter serves as an official certificate of internship for Eva Brown at Amazon, under the Engineering department.	1
Secure your certificate now! Internship confirmed at fakeinternship.co after payment.	0
Congratulation! You have won an internship from quickjobsnow.biz. Share your Aadhaar to confirm.	0
Secure your certificate now! Internship confirmed at getinternsnow.biz after payment.	0
Urgent! Your internship slot at random-fake.com awaits. Send documents to unverified-company.net.	0
Internship letter: You are selected for a 6-month internship at TCS.	1
This is to certify that Clara Johnson has completed an internship at Microsoft from August to June.	1
This is to certify that Bob Smith has completed an internship at TCS from June to May.	1
Get an instant internship! Pay 399 and get placed in top MNCs. Visit random-fake.com now!	0
This letter serves as an official certificate of internship for Clara Johnson at Infosys, under the Engineering department.	1
This is to certify that Clara Johnson has completed an internship at Amazon from October to September.	1
Certificate of internship: The bearer of this letter, Eva Brown, is certified for internship at Microsoft.	1
This letter serves as an official certificate of internship for John Doe at Amazon, under the Research department.	1
Secure your certificate now! Internship confirmed at quickjobsnow.biz after payment.	0
This letter serves as an official certificate of internship for Bob Smith at Microsoft, under the HR department.	1
This letter serves as an official certificate of internship for Daniel Lee at WIPRO, under the Engineering department.	1
This is to certify that Clara Johnson has completed an internship at Microsoft from May to November.	1
This letter serves as an official certificate of internship for Alice at WIPRO, under the Engineering department.	1
This letter serves as an official certificate of internship for Clara Johnson at Google, under the Research department.	1
Congratulation! You have won an internship from verify-later.org. Share your Aadhaar to confirm.	0
We confirm that Clara Johnson successfully completed a project-based internship at Amazon during August–July.	1
Urgent! Your internship slot at getinternsnow.biz awaits. Send documents to sketchyplace.com.	0
We confirm that John Doe successfully completed a project-based internship at Infosys during August–June.	1
Get an instant internship! Pay 599 and get placed in top MNCs. Visit fakeinternship.co now!	0
Congratulation! You have won an internship from getinternsnow.biz. Share your Aadhaar to confirm.	0
Certificate of internship: The bearer of this letter, Clara Johnson, is certified for internship at Infosys.	1
We confirm that Eva Brown successfully completed a project-based internship at Infosys during July–January.	1
Certificate of internship: The bearer of this letter, John Doe, is certified for internship at Microsoft.	1
This letter serves as an official certificate of internship for Alice at TCS, under the Engineering department.	1
Urgent! Your internship slot at random-fake.com awaits. Send documents to unverified-company.net.	0
Congratulation! You have won an internship from quickjobsnow.biz. Share your Aadhaar to confirm.	0
This letter serves as an official certificate of internship for Eva Brown at TCS, under the Design department.	1
Get an instant internship! Pay 599 and get placed in top MNCs. Visit scamjobs.io now!	0
Congratulation! You have won an internship from random-fake.com. Share your Aadhaar to confirm.	0
Internship letter: You are selected for a 1-month internship at Google.	1
Internship letter: You are selected for a 3-month internship at TCS.	1
Urgent! Your internship slot at quickjobsnow.biz awaits. Send documents to sketchyplace.com.	0
This is to certify that Daniel Lee has completed an internship at TCS from October to November.	1
You’ve been selected for an internship. Send your ID proof to fraudsite.info.	0
Secure your certificate now! Internship confirmed at verify-later.org after payment.	0
Internship letter: You are selected for a 5-month internship at Microsoft.	1
Internship letter: You are selected for a 3-month internship at Microsoft.	1
Get an instant internship! Pay 499 and get placed in top MNCs. Visit getinternsnow.biz now!	0
Certificate of internship: The bearer of this letter, Daniel Lee, is certified for internship at Infosys.	1
Internship letter: You are selected for a 5-month internship at WIPRO.	1
We confirm that Clara Johnson successfully completed a project-based internship at WIPRO during July–March.	1
Certificate of internship: The bearer of this letter, Bob Smith, is certified for internship at Amazon.	1
We confirm that Eva Brown successfully completed a project-based internship at Google during October–April.	1
Secure your certificate now! Internship confirmed at verify-later.org after payment.	0
Get an instant internship! Pay 299 and get placed in top MNCs. Visit scamjobs.io now!	0
Secure your certificate now! Internship confirmed at quickjobsnow.biz after payment.	0
You’ve been selected for an internship. Send your ID proof to fraudsite.info.	0
We confirm that John Doe successfully completed a project-based internship at Google during February–May.	1
Congratulation! You have won an internship from verify-later.org. Share your Aadhaar to confirm.	0
Internship letter: You are selected for a 5-month internship at TCS.	1
This letter serves as an official certificate of internship for Bob Smith at WIPRO, under the Marketing department.	1
We confirm that Eva Brown successfully completed a project-based internship at Infosys during July–September.	1
Urgent! Your internship slot at scamjobs.io awaits. Send documents to sketchyplace.com.	0
This is to certify that Daniel Lee has completed an internship at Amazon from January to June.	1
Urgent! Your internship slot at random-fake.com awaits. Send documents to unverified-company.net.	0
Internship letter: You are selected for a 1-month internship at Google.	1
Get an instant internship! Pay 599 and get placed in top MNCs. Visit quickjobsnow.biz now!	0
Certificate of internship: The bearer of this letter, Alice, is certified for internship at Infosys.	1
Urgent! Your internship slot at getinternsnow.biz awaits. Send documents to sketchyplace.com.	0
Congratulation! You have won an internship from scamjobs.io. Share your Aadhaar to confirm.	0
This is to certify that John Doe has completed an internship at Amazon from July to June.	1
We confirm that Eva Brown successfully completed a project-based internship at Infosys during January–January.	1
You’ve been selected for an internship. Send your ID proof to sketchyplace.com.	0
Get an instant internship! Pay 599 and get placed in top MNCs. Visit verify-later.org now!	0
You’ve been selected for an internship. Send your ID proof to unverified-company.net.	0
Internship letter: You are selected for a 6-month internship at WIPRO.	1
Congratulation! You have won an internship from fakeinternship.co. Share your Aadhaar to confirm.	0
Urgent! Your internship slot at random-fake.com awaits. Send documents to sketchyplace.com.	0
We confirm that Clara Johnson successfully completed a project-based internship at WIPRO during October–November.	1
Congratulation! You have won an internship from fakeinternship.co. Share your Aadhaar to confirm.	0
This letter serves as an official certificate of internship for Bob Smith at Amazon, under the Research department.	1
We confirm that Clara Johnson successfully completed a project-based internship at Infosys during April–February.	1
We confirm that John Doe successfully completed a project-based internship at Infosys during July–November.	1
This letter serves as an official certificate of internship for Alice at Infosys, under the Design department.	1
This is to certify that John Doe has completed an internship at WIPRO from July to January.	1
This letter serves as an official certificate of internship for Daniel Lee at Microsoft, under the Research department.	1
Certificate of internship: The bearer of this letter, John Doe, is certified for internship at Microsoft.	1
This letter serves as an official certificate of internship for Eva Brown at Infosys, under the Research department.	1
Congratulation! You have won an internship from quickjobsnow.biz. Share your Aadhaar to confirm.	0
Congratulation! You have won an internship from fakeinternship.co. Share your Aadhaar to confirm.	0
Get an instant internship! Pay 499 and get placed in top MNCs. Visit quickjobsnow.biz now!	0
Get an instant internship! Pay 499 and get placed in top MNCs. Visit getinternsnow.biz now!	0
Secure your certificate now! Internship confirmed at verify-later.org after payment.	0
You’ve been selected for an internship. Send your ID proof to sketchyplace.com.	0
Internship letter: You are selected for a 5-month internship at Infosys.	1
Congratulation! You have won an internship from fakeinternship.co. Share your Aadhaar to confirm.	0
This is to certify that John Doe has completed an internship at Microsoft from March to March.	1
We confirm that Eva Brown successfully completed a project-based internship at TCS during January–August.	1
Internship letter: You are selected for a 6-month internship at Microsoft.	1
Internship letter: You are selected for a 3-month internship at Microsoft.	1
Congratulation! You have won an internship from scamjobs.io. Share your Aadhaar to confirm.	0
This letter serves as an official certificate of internship for John Doe at TCS, under the Research department.	1
Get an instant internship! Pay 499 and get placed in top MNCs. Visit getinternsnow.biz now!	0
This letter serves as an official certificate of internship for Eva Brown at WIPRO, under the Research department.	1
This letter serves as an official certificate of internship for Bob Smith at Microsoft, under the Design department.	1
This is to certify that Daniel Lee has completed an internship at WIPRO from July to September.	1
This is to certify that Clara Johnson has completed an internship at WIPRO from January to October.	1
Secure your certificate now! Internship confirmed at random-fake.com after payment.	0
This is to certify that Daniel Lee has completed an internship at Amazon from October to November.	1
Get an instant internship! Pay 499 and get placed in top MNCs. Visit quickjobsnow.biz now!	0
Internship letter: You are selected for a 2-month internship at Microsoft.	1
This is to certify that Clara Johnson has completed an internship at Google from May to June.	1
We confirm that Alice successfully completed a project-based internship at Google during August–October.	1
Internship letter: You are selected for a 6-month internship at Microsoft.	1
Internship letter: You are selected for a 5-month internship at WIPRO.	1
This letter serves as an official certificate of internship for Daniel Lee at TCS, under the HR department.	1
Urgent! Your internship slot at random-fake.com awaits. Send documents to sketchyplace.com.	0
Get an instant internship! Pay 599 and get placed in top MNCs. Visit fakeinternship.co now!	0
Secure your certificate now! Internship confirmed at getinternsnow.biz after payment.	0
We confirm that Clara Johnson successfully completed a project-based internship at TCS during January–January.	1
Get an instant internship! Pay 399 and get placed in top MNCs. Visit verify-later.org now!	0
Congratulation! You have won an internship from quickjobsnow.biz. Share your Aadhaar to confirm.	0
This is to certify that Daniel Lee has completed an internship at Microsoft from October to May.	1
Urgent! Your internship slot at scamjobs.io awaits. Send documents to unverified-company.net.	0
We confirm that Bob Smith successfully completed a project-based internship at Microsoft during November–April.	1
Internship letter: You are selected for a 4-month internship at WIPRO.	1
You’ve been selected for an internship. Send your ID proof to fraudsite.info.	0
Urgent! Your internship slot at scamjobs.io awaits. Send documents to sketchyplace.com.	0
Get an instant internship! Pay 399 and get placed in top MNCs. Visit verify-later.org now!	0
This letter serves as an official certificate of internship for Clara Johnson at TCS, under the Engineering department.	1
Certificate of internship: The bearer of this letter, Eva Brown, is certified for internship at Google.	1
Get an instant internship! Pay 499 and get placed in top MNCs. Visit getinternsnow.biz now!	0
This is to certify that Daniel Lee has completed an internship at Infosys from May to August.	1
We confirm that Daniel Lee successfully completed a project-based internship at WIPRO during August–January.	1
This is to certify that Daniel Lee has completed an internship at Google from May to July.	1
We confirm that Clara Johnson successfully completed a project-based internship at TCS during August–May.	1
This is to certify that Daniel Lee has completed an internship at Amazon from January to July.	1
Congratulation! You have won an internship from quickjobsnow.biz. Share your Aadhaar to confirm.	0
Urgent! Your internship slot at fakeinternship.co awaits. Send documents to sketchyplace.com.	0
Secure your certificate now! Internship confirmed at quickjobsnow.biz after payment.	0
Secure your certificate now! Internship confirmed at fakeinternship.co after payment.	0
Internship letter: You are selected for a 1-month internship at Infosys.	1
We confirm that Bob Smith successfully completed a project-based internship at Infosys during January–June.	1
This is to certify that Eva Brown has completed an internship at Microsoft from March to November.	1
This is to certify that John Doe has completed an internship at TCS from September to September.	1
Certificate of internship: The bearer of this letter, Bob Smith, is certified for internship at Amazon.	1
This is to certify that Clara Johnson has completed an internship at Infosys from August to June.	1
You’ve been selected for an internship. Send your ID proof to sketchyplace.com.	0
Secure your certificate now! Internship confirmed at scamjobs.io after payment.	0
Certificate of internship: The bearer of this letter, Clara Johnson, is certified for internship at Google.	1
We confirm that Bob Smith successfully completed a project-based internship at Infosys during October–July.	1
Urgent! Your internship slot at verify-later.org awaits. Send documents to sketchyplace.com.	0
This letter serves as an official certificate of internship for Eva Brown at TCS, under the Engineering department.	1
Secure your certificate now! Internship confirmed at random-fake.com after payment.	0
You’ve been selected for an internship. Send your ID proof to sketchyplace.com.	0
You’ve been selected for an internship. Send your ID proof to unverified-company.net.	0
You’ve been selected for an internship. Send your ID proof to sketchyplace.com.	0
You’ve been selected for an internship. Send your ID proof to unverified-company.net.	0
You’ve been selected for an internship. Send your ID proof to fraudsite.info.	0
Get an instant internship! Pay 499 and get placed in top MNCs. Visit getinternsnow.biz now!	0
This is to certify that Eva Brown has completed an internship at Infosys from October to March.	1
Certificate of internship: The bearer of this letter, Daniel Lee, is certified for internship at Infosys.	1
You’ve been selected for an internship. Send your ID proof to sketchyplace.com.	0
Internship letter: You are selected for a 2-month internship at Amazon.	1
Urgent! Your internship slot at verify-later.org awaits. Send documents to sketchyplace.com.	0
This is to certify that Alice has completed an internship at Microsoft from March to November.	1
You’ve been selected for an internship. Send your ID proof to fraudsite.info.	0
We confirm that Daniel Lee successfully completed a project-based internship at TCS during September–August.	1
Urgent! Your internship slot at quickjobsnow.biz awaits. Send documents to sketchyplace.com.	0
This is to certify that Daniel Lee has completed an internship at Google from February to March.	1
You’ve been selected for an internship. Send your ID proof to fraudsite.info.	0
Certificate of internship: The bearer of this letter, Daniel Lee, is certified for internship at TCS.	1
This letter serves as an official certificate of internship for Daniel Lee at Microsoft, under the Design department.	1
Urgent! Your internship slot at scamjobs.io awaits. Send documents to unverified-company.net.	0
Internship letter: You are selected for a 3-month internship at Amazon.	1
Secure your certificate now! Internship confirmed at fakeinternship.co after payment.	0
Get an instant internship! Pay 499 and get placed in top MNCs. Visit verify-later.org now!	0
Internship letter: You are selected for a 1-month internship at Infosys.	1
You’ve been selected for an internship. Send your ID proof to unverified-company.net.	0
We confirm that John Doe successfully completed a project-based internship at Microsoft during March–July.	1
Urgent! Your internship slot at random-fake.com awaits. Send documents to sketchyplace.com.	0
You’ve been selected for an internship. Send your ID proof to fraudsite.info.	0
Urgent! Your internship slot at verify-later.org awaits. Send documents to sketchyplace.com.	0
This letter serves as an official certificate of internship for Alice at Google, under the HR department.	1
Internship letter: You are selected for a 5-month internship at TCS.	1
Internship letter: You are selected for a 1-month internship at Google.	1
Get an instant internship! Pay 399 and get placed in top MNCs. Visit fakeinternship.co now!	0
Certificate of internship: The bearer of this letter, Daniel Lee, is certified for internship at Microsoft.	1
Congratulation! You have won an internship from getinternsnow.biz. Share your Aadhaar to confirm.	0
Get an instant internship! Pay 299 and get placed in top MNCs. Visit fakeinternship.co now!	0
This is to certify that John Doe has completed an internship at TCS from May to September.	1
This is to certify that Eva Brown has completed an internship at TCS from July to April.	1
Congratulation! You have won an internship from quickjobsnow.biz. Share your Aadhaar to confirm.	0
Secure your certificate now! Internship confirmed at verify-later.org after payment.	0
Get an instant internship! Pay 399 and get placed in top MNCs. Visit fakeinternship.co now!	0
This is to certify that Alice has completed an internship at Amazon from November to March.	1
Congratulation! You have won an internship from scamjobs.io. Share your Aadhaar to confirm.	0
We confirm that Bob Smith successfully completed a project-based internship at Microsoft during December–November.	1
Urgent! Your internship slot at fakeinternship.co awaits. Send documents to unverified-company.net.	0
You’ve been selected for an internship. Send your ID proof to unverified-company.net.	0
You’ve been selected for an internship. Send your ID proof to sketchyplace.com.	0
You’ve been selected for an internship. Send your ID proof to fraudsite.info.	0
We confirm that Daniel Lee successfully completed a project-based internship at WIPRO during April–May.	1
Congratulation! You have won an internship from scamjobs.io. Share your Aadhaar to confirm.	0
Certificate of internship: The bearer of this letter, Clara Johnson, is certified for internship at WIPRO.	1
You’ve been selected for an internship. Send your ID proof to sketchyplace.com.	0
Congratulation! You have won an internship from fakeinternship.co. Share your Aadhaar to confirm.	0
This is to certify that Clara Johnson has completed an internship at Amazon from December to July.	1
Congratulation! You have won an internship from verify-later.org. Share your Aadhaar to confirm.	0
Get an instant internship! Pay 399 and get placed in top MNCs. Visit verify-later.org now!	0
Urgent! Your internship slot at getinternsnow.biz awaits. Send documents to unverified-company.net.	0
Internship letter: You are selected for a 4-month internship at WIPRO.	1
Congratulation! You have won an internship from random-fake.com. Share your Aadhaar to confirm.	0
Secure your certificate now! Internship confirmed at quickjobsnow.biz after payment.	0
You’ve been selected for an internship. Send your ID proof to sketchyplace.com.	0
Congratulation! You have won an internship from verify-later.org. Share your Aadhaar to confirm.	0
Get an instant internship! Pay 499 and get placed in top MNCs. Visit fakeinternship.co now!	0
This is to certify that John Doe has completed an internship at Microsoft from May to December.	1
Urgent! Your internship slot at getinternsnow.biz awaits. Send documents to unverified-company.net.	0
Get an instant internship! Pay 599 and get placed in top MNCs. Visit fakeinternship.co now!	0
Certificate of internship: The bearer of this letter, Daniel Lee, is certified for internship at Google.	1
We confirm that Eva Brown successfully completed a project-based internship at Amazon during June–December.	1
Secure your certificate now! Internship confirmed at getinternsnow.biz after payment.	0
Get an instant internship! Pay 599 and get placed in top MNCs. Visit quickjobsnow.biz now!	0
We confirm that Daniel Lee successfully completed a project-based internship at TCS during August–June.	1
Certificate of internship: The bearer of this letter, Bob Smith, is certified for internship at Google.	1
Urgent! Your internship slot at getinternsnow.biz awaits. Send documents to fraudsite.info.	0
We confirm that Eva Brown successfully completed a project-based internship at TCS during February–August.	1
We confirm that John Doe successfully completed a project-based internship at Infosys during January–July.	1
This letter serves as an official certificate of internship for Eva Brown at Amazon, under the HR department.	1
Internship letter: You are selected for a 3-month internship at Infosys.	1
We confirm that Alice successfully completed a project-based internship at Amazon during December–January.	1
Secure your certificate now! Internship confirmed at getinternsnow.biz after payment.	0
Congratulation! You have won an internship from getinternsnow.biz. Share your Aadhaar to confirm.	0
Urgent! Your internship slot at scamjobs.io awaits. Send documents to unverified-company.net.	0
Get an instant internship! Pay 399 and get placed in top MNCs. Visit quickjobsnow.biz now!	0
This letter serves as an official certificate of internship for Clara Johnson at Infosys, under the Marketing department.	1
We confirm that John Doe successfully completed a project-based internship at Infosys during October–November.	1
Get an instant internship! Pay 599 and get placed in top MNCs. Visit getinternsnow.biz now!	0
You’ve been selected for an internship. Send your ID proof to fraudsite.info.	0
Congratulation! You have won an internship from fakeinternship.co. Share your Aadhaar to confirm.	0
We confirm that Alice successfully completed a project-based internship at Google during July–December.	1
Get an instant internship! Pay 599 and get placed in top MNCs. Visit getinternsnow.biz now!	0
Internship letter: You are selected for a 2-month internship at WIPRO.	1
Urgent! Your internship slot at getinternsnow.biz awaits. Send documents to sketchyplace.com.	0
We confirm that Bob Smith successfully completed a project-based internship at Amazon during November–November.	1
You’ve been selected for an internship. Send your ID proof to fraudsite.info.	0
Congratulation! You have won an internship from verify-later.org. Share your Aadhaar to confirm.	0
You’ve been selected for an internship. Send your ID proof to unverified-company.net.	0
You’ve been selected for an internship. Send your ID proof to unverified-company.net.	0
This is to certify that Daniel Lee has completed an internship at Microsoft from February to September.	1
You’ve been selected for an internship. Send your ID proof to unverified-company.net.	0
This is to certify that Daniel Lee has completed an internship at WIPRO from February to August.	1
We confirm that Daniel Lee successfully completed a project-based internship at WIPRO during September–June.	1
Get an instant internship! Pay 299 and get placed in top MNCs. Visit random-fake.com now!	0
You’ve been selected for an internship. Send your ID proof to fraudsite.info.	0
Urgent! Your internship slot at verify-later.org awaits. Send documents to unverified-company.net.	0
Congratulation! You have won an internship from verify-later.org. Share your Aadhaar to confirm.	0
You’ve been selected for an internship. Send your ID proof to unverified-company.net.	0
Internship letter: You are selected for a 5-month internship at Infosys.	1
Certificate of internship: The bearer of this letter, Bob Smith, is certified for internship at TCS.	1
Urgent! Your internship slot at fakeinternship.co awaits. Send documents to unverified-company.net.	0
Internship letter: You are selected for a 4-month internship at Google.	1
Urgent! Your internship slot at verify-later.org awaits. Send documents to fraudsite.info.	0
Get an instant internship! Pay 599 and get placed in top MNCs. Visit getinternsnow.biz now!	0
Get an instant internship! Pay 499 and get placed in top MNCs. Visit fakeinternship.co now!	0
Congratulation! You have won an internship from fakeinternship.co. Share your Aadhaar to confirm.	0
Internship letter: You are selected for a 1-month internship at WIPRO.	1
Internship letter: You are selected for a 4-month internship at Amazon.	1
Certificate of internship: The bearer of this letter, Daniel Lee, is certified for internship at Amazon.	1
Internship letter: You are selected for a 4-month internship at Microsoft.	1
This is to certify that Bob Smith has completed an internship at Amazon from August to June.	1
Get an instant internship! Pay 299 and get placed in top MNCs. Visit quickjobsnow.biz now!	0
Certificate of internship: The bearer of this letter, Alice, is certified for internship at TCS.	1
You’ve been selected for an internship. Send your ID proof to fraudsite.info.	0
Secure your certificate now! Internship confirmed at fakeinternship.co after payment.	0
Get an instant internship! Pay 399 and get placed in top MNCs. Visit scamjobs.io now!	0
Certificate of internship: The bearer of this letter, Alice, is certified for internship at Microsoft.	1
You’ve been selected for an internship. Send your ID proof to fraudsite.info.	0
We confirm that Daniel Lee successfully completed a project-based internship at Amazon during April–November.	1
We confirm that Eva Brown successfully completed a project-based internship at Google during October–May.	1
Internship letter: You are selected for a 4-month internship at WIPRO.	1
This letter serves as an official certificate of internship for Alice at TCS, under the Engineering department.	1
This letter serves as an official certificate of internship for Alice at Amazon, under the Marketing department.	1
You’ve been selected for an internship. Send your ID proof to unverified-company.net.	0
We confirm that John Doe successfully completed a project-based internship at WIPRO during June–May.	1
You’ve been selected for an internship. Send your ID proof to fraudsite.info.	0
Secure your certificate now! Internship confirmed at fakeinternship.co after payment.	0
Certificate of internship: The bearer of this letter, John Doe, is certified for internship at TCS.	1
Get an instant internship! Pay 499 and get placed in top MNCs. Visit quickjobsnow.biz now!	0
Internship letter: You are selected for a 1-month internship at Microsoft.	1
Urgent! Your internship slot at random-fake.com awaits. Send documents to sketchyplace.com.	0
This is to certify that Eva Brown has completed an internship at Amazon from September to November.	1
Certificate of internship: The bearer of this letter, Daniel Lee, is certified for internship at Amazon.	1
This is to certify that Clara Johnson has completed an internship at Microsoft from October to January.	1
Urgent! Your internship slot at fakeinternship.co awaits. Send documents to unverified-company.net.	0
We confirm that Alice successfully completed a project-based internship at Infosys during August–November.	1
You’ve been selected for an internship. Send your ID proof to unverified-company.net.	0
Congratulation! You have won an internship from scamjobs.io. Share your Aadhaar to confirm.	0
You’ve been selected for an internship. Send your ID proof to sketchyplace.com.	0
Secure your certificate now! Internship confirmed at scamjobs.io after payment.	0
Get an instant internship! Pay 499 and get placed in top MNCs. Visit random-fake.com now!	0
This is to certify that John Doe has completed an internship at Amazon from February to June.	1
Congratulation! You have won an internship from verify-later.org. Share your Aadhaar to confirm.	0
Internship letter: You are selected for a 3-month internship at Infosys.	1
Secure your certificate now! Internship confirmed at verify-later.org after payment.	0
This letter serves as an official certificate of internship for John Doe at Microsoft, under the Design department.	1
Internship letter: You are selected for a 4-month internship at Microsoft.	1
We confirm that Bob Smith successfully completed a project-based internship at Google during July–May.	1
Certificate of internship: The bearer of this letter, John Doe, is certified for internship at WIPRO.	1
Secure your certificate now! Internship confirmed at fakeinternship.co after payment.	0
Urgent! Your internship slot at verify-later.org awaits. Send documents to sketchyplace.com.	0
Internship letter: You are selected for a 2-month internship at Amazon.	1
Internship letter: You are selected for a 2-month internship at TCS.	1
Congratulation! You have won an internship from random-fake.com. Share your Aadhaar to confirm.	0
We confirm that Alice successfully completed a project-based internship at Infosys during December–February.	1
Urgent! Your internship slot at verify-later.org awaits. Send documents to fraudsite.info.	0
Internship letter: You are selected for a 4-month internship at TCS.	1
Get an instant internship! Pay 499 and get placed in top MNCs. Visit getinternsnow.biz now!	0
This letter serves as an official certificate of internship for Bob Smith at WIPRO, under the HR department.	1
This letter serves as an official certificate of internship for Clara Johnson at Amazon, under the Engineering department.	1
Get an instant internship! Pay 599 and get placed in top MNCs. Visit scamjobs.io now!	0
Secure your certificate now! Internship confirmed at random-fake.com after payment.	0
This is to certify that Alice has completed an internship at Amazon from April to July.	1
This is to certify that John Doe has completed an internship at Google from September to August.	1
Urgent! Your internship slot at random-fake.com awaits. Send documents to fraudsite.info.	0
Certificate of internship: The bearer of this letter, Clara Johnson, is certified for internship at TCS.	1
This letter serves as an official certificate of internship for Alice at Microsoft, under the Design department.	1
This is to certify that Clara Johnson has completed an internship at Amazon from August to June.	1
Certificate of internship: The bearer of this letter, John Doe, is certified for internship at TCS.	1
This is to certify that Eva Brown has completed an internship at WIPRO from September to June.	1
Internship letter: You are selected for a 4-month internship at TCS.	1
This letter serves as an official certificate of internship for Clara Johnson at TCS, under the Marketing department.	1
This is to certify that Daniel Lee has completed an internship at Google from January to October.	1
Certificate of internship: The bearer of this letter, John Doe, is certified for internship at WIPRO.	1
Congratulation! You have won an internship from getinternsnow.biz. Share your Aadhaar to confirm.	0
Urgent! Your internship slot at scamjobs.io awaits. Send documents to sketchyplace.com.	0
Urgent! Your internship slot at getinternsnow.biz awaits. Send documents to sketchyplace.com.	0
This letter serves as an official certificate of internship for Daniel Lee at Microsoft, under the Engineering department.	1
Secure your certificate now! Internship confirmed at random-fake.com after payment.	0
Congratulation! You have won an internship from fakeinternship.co. Share your Aadhaar to confirm.	0
This letter serves as an official certificate of internship for Alice at Microsoft, under the Research department.	1
This letter serves as an official certificate of internship for Alice at WIPRO, under the Marketing department.	1
This letter serves as an official certificate of internship for John Doe at Google, under the Research department.	1
You’ve been selected for an internship. Send your ID proof to unverified-company.net.	0
We confirm that John Doe successfully completed a project-based internship at Infosys during June–April.	1
Certificate of internship: The bearer of this letter, Alice, is certified for internship at Infosys.	1
Urgent! Your internship slot at getinternsnow.biz awaits. Send documents to sketchyplace.com.	0
Get an instant internship! Pay 299 and get placed in top MNCs. Visit scamjobs.io now!	0
Certificate of internship: The bearer of this letter, Daniel Lee, is certified for internship at Infosys.	1
You’ve been selected for an internship. Send your ID proof to sketchyplace.com.	0
Secure your certificate now! Internship confirmed at quickjobsnow.biz after payment.	0
We confirm that John Doe successfully completed a project-based internship at Microsoft during August–May.	1
Certificate of internship: The bearer of this letter, Bob Smith, is certified for internship at TCS.	1
This letter serves as an official certificate of internship for Eva Brown at TCS, under the Marketing department.	1
This letter serves as an official certificate of internship for Alice at Infosys, under the Design department.	1
Secure your certificate now! Internship confirmed at fakeinternship.co after payment.	0
You’ve been selected for an internship. Send your ID proof to unverified-company.net.	0
Get an instant internship! Pay 299 and get placed in top MNCs. Visit getinternsnow.biz now!	0
Urgent! Your internship slot at scamjobs.io awaits. Send documents to sketchyplace.com.	0
Get an instant internship! Pay 399 and get placed in top MNCs. Visit quickjobsnow.biz now!	0
You’ve been selected for an internship. Send your ID proof to fraudsite.info.	0
Get an instant internship! Pay 399 and get placed in top MNCs. Visit getinternsnow.biz now!	0
Certificate of internship: The bearer of this letter, Eva Brown, is certified for internship at WIPRO.	1
Secure your certificate now! Internship confirmed at scamjobs.io after payment.	0
Congratulation! You have won an internship from quickjobsnow.biz. Share your Aadhaar to confirm.	0
This is to certify that John Doe has completed an internship at Infosys from March to July.	1
This letter serves as an official certificate of internship for Daniel Lee at Microsoft, under the HR department.	1
Urgent! Your internship slot at quickjobsnow.biz awaits. Send documents to unverified-company.net.	0
This letter serves as an official certificate of internship for Daniel Lee at Amazon, under the HR department.	1
Get an instant internship! Pay 299 and get placed in top MNCs. Visit random-fake.com now!	0
This letter serves as an official certificate of internship for Daniel Lee at Google, under the Marketing department.	1
Internship letter: You are selected for a 3-month internship at Google.	1
Urgent! Your internship slot at verify-later.org awaits. Send documents to fraudsite.info.	0
You’ve been selected for an internship. Send your ID proof to sketchyplace.com.	0
Urgent! Your internship slot at quickjobsnow.biz awaits. Send documents to fraudsite.info.	0
Congratulation! You have won an internship from random-fake.com. Share your Aadhaar to confirm.	0
Get an instant internship! Pay 499 and get placed in top MNCs. Visit fakeinternship.co now!	0
Secure your certificate now! Internship confirmed at random-fake.com after payment.	0
We confirm that Eva Brown successfully completed a project-based internship at TCS during September–June.	1
Secure your certificate now! Internship confirmed at verify-later.org after payment.	0
Internship letter: You are selected for a 4-month internship at WIPRO.	1
Certificate of internship: The bearer of this letter, Clara Johnson, is certified for internship at Google.	1
We confirm that Alice successfully completed a project-based internship at WIPRO during January–June.	1
